Year,Trimester,Code_Dist,Name_Dist,Code_NBHD,Name_NBHD,Thousands_Euros,Euros_M2,Type_y
2014,1,7,Horta-Guinardó,37,el Carmel,129.4,1849.0,Used
2014,1,7,Horta-Guinardó,38,la Teixonera,94.5,1834.6,Used
2014,1,7,Horta-Guinardó,39,Sant Genís dels Agudells,190.0,1861.4,Used
2014,1,7,Horta-Guinardó,40,Montbau,114.4,1760.5,Used
2014,1,7,Horta-Guinardó,41,la Vall d'Hebron,203.0,3174.2,Used
2014,1,7,Horta-Guinardó,42,la Clota,,,Used
2014,1,7,Horta-Guinardó,43,Horta,151.3,2115.9,Used
2014,1,8,Nou Barris,44,Vilapicina i la Torre Llobeta,172.5,2192.3,Used
2014,1,8,Nou Barris,45,Porta,138.4,2019.7,Used
2014,1,8,Nou Barris,46,el Turó de la Peira,105.0,1650.2,Used
2014,1,8,Nou Barris,47,Can Peguera,,,Used
2014,1,8,Nou Barris,48,la Guineueta,87.3,1228.3,Used
2014,1,8,Nou Barris,49,Canyelles,98.6,1332.0,Used
2014,1,8,Nou Barris,50,les Roquetes,97.9,1520.7,Used
2014,1,8,Nou Barris,51,Verdun,92.3,1558.3,Used
2014,1,8,Nou Barris,52,la Prosperitat,102.1,1686.9,Used
2014,1,8,Nou Barris,53,la Trinitat Nova,71.4,1275.9,Used
2014,1,8,Nou Barris,54,Torre Baró,,,Used
2014,1,8,Nou Barris,55,Ciutat Meridiana,63.8,1156.6,Used
2014,1,8,Nou Barris,56,Vallbona,,,Used
2014,1,9,Sant Andreu,57,la Trinitat Vella,126.7,1622.3,Used
2014,1,9,Sant Andreu,58,Baró de Viver,,,Used
2014,1,9,Sant Andreu,59,el Bon Pastor,135.7,1899.4,Used
2014,1,9,Sant Andreu,60,Sant Andreu,164.3,2122.9,Used
2014,1,9,Sant Andreu,61,la Sagrera,192.5,2456.7,Used
2014,1,9,Sant Andreu,62,el Congrés i els Indians,162.3,2405.7,Used
2014,1,9,Sant Andreu,63,Navas,253.0,2620.8,Used
2014,1,10,Sant Martí,64,el Camp de l'Arpa del Clot,283.3,3170.8,Used
2014,1,10,Sant Martí,65,el Clot,255.8,3007.4,Used
2014,1,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,198.0,2803.1,Used
2014,1,10,Sant Martí,67,la Vila Olímpica del Poblenou,,,Used
2014,1,10,Sant Martí,68,el Poblenou,258.9,2830.7,Used
2014,1,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,584.9,6933.0,Used
2014,1,10,Sant Martí,70,el Besòs i el Maresme,139.2,2123.3,Used
2014,1,10,Sant Martí,71,Provençals del Poblenou,385.0,4601.6,Used
2014,1,10,Sant Martí,72,Sant Martí de Provençals,264.6,2912.1,Used
2014,1,10,Sant Martí,73,la Verneda i la Pau,120.7,1717.9,Used
2014,2,1,Ciutat Vella,1,el Raval,195.2,2948.8,Total
2014,2,1,Ciutat Vella,2,el Barri Gòtic,338.2,3855.8,Total
2014,2,1,Ciutat Vella,3,la Barceloneta,271.2,4173.2,Total
2014,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",268.3,3519.2,Total
2014,2,2,Eixample,5,el Fort Pienc,332.2,3220.8,Total
2014,2,2,Eixample,6,la Sagrada Família,250.0,2672.4,Total
2014,2,2,Eixample,7,la Dreta de l'Eixample,347.0,3216.5,Total
2014,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,392.3,3832.5,Total
2014,2,2,Eixample,9,la Nova Esquerra de l'Eixample,251.5,3083.4,Total
2014,2,2,Eixample,10,Sant Antoni,272.1,2781.9,Total
2014,2,3,Sants-Montjuïc,11,el Poble Sec,156.4,2676.3,Total
2014,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,Total
2014,2,3,Sants-Montjuïc,13,la Marina de Port,117.9,1752.7,Total
2014,2,3,Sants-Montjuïc,14,la Font de la Guatlla,185.0,1961.9,Total
2014,2,3,Sants-Montjuïc,15,Hostafrancs,210.0,2589.6,Total
2014,2,3,Sants-Montjuïc,16,la Bordeta,136.2,2105.4,Total
2014,2,3,Sants-Montjuïc,17,Sants - Badal,121.5,1941.4,Total
2014,2,3,Sants-Montjuïc,18,Sants,252.7,3119.9,Total
2014,2,4,Les Corts,19,les Corts,256.1,3385.4,Total
2014,2,4,Les Corts,20,la Maternitat i Sant Ramon,382.5,3594.9,Total
2014,2,4,Les Corts,21,Pedralbes,599.8,4049.7,Total
2014,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",386.7,2280.5,Total
2014,2,5,Sarrià-Sant Gervasi,23,Sarrià,638.1,4804.6,Total
2014,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,724.9,4772.8,Total
2014,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,694.5,5217.1,Total
2014,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,584.6,4585.3,Total
2014,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,416.7,3816.2,Total
2014,2,6,Gràcia,28,Vallcarca i els Penitents,315.7,3642.1,Total
2014,2,6,Gràcia,29,el Coll,155.2,2382.5,Total
2014,2,6,Gràcia,30,la Salut,251.2,2996.9,Total
2014,2,6,Gràcia,31,la Vila de Gràcia,267.9,3495.0,Total
2014,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,403.3,3784.8,Total
2014,2,7,Horta-Guinardó,33,el Baix Guinardó,186.8,2788.7,Total
2014,2,7,Horta-Guinardó,34,Can Baró,217.0,2176.7,Total
2014,2,7,Horta-Guinardó,35,el Guinardó,190.1,2380.6,Total
2014,2,7,Horta-Guinardó,36,la Font d'en Fargues,277.0,2211.5,Total
2014,2,7,Horta-Guinardó,37,el Carmel,104.7,1721.3,Total
2014,2,7,Horta-Guinardó,38,la Teixonera,103.3,1663.5,Total
2014,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,150.0,2135.7,Total
2014,2,7,Horta-Guinardó,40,Montbau,131.2,1862.4,Total
2014,2,7,Horta-Guinardó,41,la Vall d'Hebron,,,Total
2014,2,7,Horta-Guinardó,42,la Clota,,,Total
2014,2,7,Horta-Guinardó,43,Horta,199.0,2319.0,Total
2014,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,130.6,1977.0,Total
2014,2,8,Nou Barris,45,Porta,136.8,1867.5,Total
2014,2,8,Nou Barris,46,el Turó de la Peira,91.9,1492.9,Total
2014,2,8,Nou Barris,47,Can Peguera,,,Total
2014,2,8,Nou Barris,48,la Guineueta,156.6,2093.2,Total
2014,2,8,Nou Barris,49,Canyelles,190.0,2235.3,Total
2014,2,8,Nou Barris,50,les Roquetes,231.6,1643.8,Total
2014,2,8,Nou Barris,51,Verdun,92.3,1756.7,Total
2014,2,8,Nou Barris,52,la Prosperitat,132.3,2031.2,Total
2014,2,8,Nou Barris,53,la Trinitat Nova,70.0,1355.2,Total
2014,2,8,Nou Barris,54,Torre Baró,,,Total
2014,2,8,Nou Barris,55,Ciutat Meridiana,52.1,964.5,Total
2014,2,8,Nou Barris,56,Vallbona,,,Total
2014,2,9,Sant Andreu,57,la Trinitat Vella,150.5,1906.1,Total
2014,2,9,Sant Andreu,58,Baró de Viver,284.8,3273.0,Total
2014,2,9,Sant Andreu,59,el Bon Pastor,125.8,1685.1,Total
2014,2,9,Sant Andreu,60,Sant Andreu,154.0,2242.9,Total
2014,2,9,Sant Andreu,61,la Sagrera,151.7,2339.8,Total
2014,2,9,Sant Andreu,62,el Congrés i els Indians,206.5,2777.8,Total
2014,2,9,Sant Andreu,63,Navas,270.5,3393.6,Total
2014,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,270.1,3362.6,Total
2014,2,10,Sant Martí,65,el Clot,268.4,3097.1,Total
2014,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,199.1,2592.9,Total
2014,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,,,Total
2014,2,10,Sant Martí,68,el Poblenou,299.3,3636.6,Total
2014,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,549.9,4915.6,Total
2014,2,10,Sant Martí,70,el Besòs i el Maresme,214.4,2589.0,Total
2014,2,10,Sant Martí,71,Provençals del Poblenou,270.5,3337.4,Total
2014,2,10,Sant Martí,72,Sant Martí de Provençals,233.3,2857.3,Total
2014,2,10,Sant Martí,73,la Verneda i la Pau,113.3,1599.6,Total
2014,2,1,Ciutat Vella,1,el Raval,,,New
2014,2,1,Ciutat Vella,2,el Barri Gòtic,399.6,4923.5,New
2014,2,1,Ciutat Vella,3,la Barceloneta,1096.7,5622.2,New
2014,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",621.3,3816.0,New
2014,2,2,Eixample,5,el Fort Pienc,435.5,5667.9,New
2014,2,2,Eixample,6,la Sagrada Família,,,New
2014,2,2,Eixample,7,la Dreta de l'Eixample,211.8,2626.2,New
2014,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,,,New
2014,2,2,Eixample,9,la Nova Esquerra de l'Eixample,,,New
2014,2,2,Eixample,10,Sant Antoni,,,New
2014,2,3,Sants-Montjuïc,11,el Poble Sec,,,New
2014,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,New
2014,2,3,Sants-Montjuïc,13,la Marina de Port,,,New
2014,2,3,Sants-Montjuïc,14,la Font de la Guatlla,,,New
2014,2,3,Sants-Montjuïc,15,Hostafrancs,,,New
2014,2,3,Sants-Montjuïc,16,la Bordeta,,,New
2014,2,3,Sants-Montjuïc,17,Sants - Badal,,,New
2014,2,3,Sants-Montjuïc,18,Sants,,,New
2014,2,4,Les Corts,19,les Corts,362.5,4284.9,New
2014,2,4,Les Corts,20,la Maternitat i Sant Ramon,415.7,3853.4,New
2014,2,4,Les Corts,21,Pedralbes,,,New
2014,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",,,New
2014,2,5,Sarrià-Sant Gervasi,23,Sarrià,,,New
2014,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,585.9,4721.4,New
2014,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,780.0,5933.4,New
2014,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,739.1,5054.4,New
2014,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,454.6,4192.7,New
2014,2,6,Gràcia,28,Vallcarca i els Penitents,347.1,3763.1,New
2014,2,6,Gràcia,29,el Coll,169.7,2941.0,New
2014,2,6,Gràcia,30,la Salut,,,New
2014,2,6,Gràcia,31,la Vila de Gràcia,330.1,3661.4,New
2014,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,,,New
2014,2,7,Horta-Guinardó,33,el Baix Guinardó,,,New
2014,2,7,Horta-Guinardó,34,Can Baró,,,New
2014,2,7,Horta-Guinardó,35,el Guinardó,,,New
2014,2,7,Horta-Guinardó,36,la Font d'en Fargues,,,New
2014,2,7,Horta-Guinardó,37,el Carmel,100.2,1685.4,New
2014,2,7,Horta-Guinardó,38,la Teixonera,102.2,1483.7,New
2014,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,147.3,2141.1,New
2014,2,7,Horta-Guinardó,40,Montbau,116.4,1826.6,New
2014,2,7,Horta-Guinardó,41,la Vall d'Hebron,,,New
2014,2,7,Horta-Guinardó,42,la Clota,,,New
2014,2,7,Horta-Guinardó,43,Horta,185.7,2259.9,New
2014,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,,,New
2014,2,8,Nou Barris,45,Porta,,,New
2014,2,8,Nou Barris,46,el Turó de la Peira,,,New
2014,2,8,Nou Barris,47,Can Peguera,,,New
2014,2,8,Nou Barris,48,la Guineueta,,,New
2014,2,8,Nou Barris,49,Canyelles,,,New
2014,2,8,Nou Barris,50,les Roquetes,,,New
2014,2,8,Nou Barris,51,Verdun,,,New
2014,2,8,Nou Barris,52,la Prosperitat,,,New
2014,2,8,Nou Barris,53,la Trinitat Nova,,,New
2014,2,8,Nou Barris,54,Torre Baró,,,New
2014,2,8,Nou Barris,55,Ciutat Meridiana,,,New
2014,2,8,Nou Barris,56,Vallbona,,,New
2014,2,9,Sant Andreu,57,la Trinitat Vella,,,New
2014,2,9,Sant Andreu,58,Baró de Viver,,,New
2014,2,9,Sant Andreu,59,el Bon Pastor,,,New
2014,2,9,Sant Andreu,60,Sant Andreu,,,New
2014,2,9,Sant Andreu,61,la Sagrera,,,New
2014,2,9,Sant Andreu,62,el Congrés i els Indians,169.5,2075.4,New
2014,2,9,Sant Andreu,63,Navas,275.5,3374.1,New
2014,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,284.6,4287.8,New
2014,2,10,Sant Martí,65,el Clot,185.8,2853.8,New
2014,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,,,New
2014,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,,,New
2014,2,10,Sant Martí,68,el Poblenou,368.7,4358.6,New
2014,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,,,New
2014,2,10,Sant Martí,70,el Besòs i el Maresme,309.8,3037.0,New
2014,2,10,Sant Martí,71,Provençals del Poblenou,,,New
2014,2,10,Sant Martí,72,Sant Martí de Provençals,283.3,3524.0,New
2014,2,10,Sant Martí,73,la Verneda i la Pau,,,New
2014,2,1,Ciutat Vella,1,el Raval,195.6,2939.0,Used
2014,2,1,Ciutat Vella,2,el Barri Gòtic,303.7,3256.3,Used
2014,2,1,Ciutat Vella,3,la Barceloneta,168.0,3992.0,Used
2014,2,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",240.2,3495.6,Used
2014,2,2,Eixample,5,el Fort Pienc,321.2,2961.3,Used
2014,2,2,Eixample,6,la Sagrada Família,250.0,2672.4,Used
2014,2,2,Eixample,7,la Dreta de l'Eixample,366.8,3303.1,Used
2014,2,2,Eixample,8,l'Antiga Esquerra de l'Eixample,397.5,3867.3,Used
2014,2,2,Eixample,9,la Nova Esquerra de l'Eixample,247.7,3024.6,Used
2014,2,2,Eixample,10,Sant Antoni,272.1,2781.9,Used
2014,2,3,Sants-Montjuïc,11,el Poble Sec,157.0,2673.9,Used
2014,2,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,Used
2014,2,3,Sants-Montjuïc,13,la Marina de Port,117.9,1752.7,Used
2014,2,3,Sants-Montjuïc,14,la Font de la Guatlla,185.0,1961.9,Used
2014,2,3,Sants-Montjuïc,15,Hostafrancs,215.0,2619.0,Used
2014,2,3,Sants-Montjuïc,16,la Bordeta,136.2,2105.4,Used
2014,2,3,Sants-Montjuïc,17,Sants - Badal,121.5,1941.4,Used
2014,2,3,Sants-Montjuïc,18,Sants,252.7,3119.9,Used
2014,2,4,Les Corts,19,les Corts,253.7,3364.7,Used
2014,2,4,Les Corts,20,la Maternitat i Sant Ramon,374.8,3535.3,Used
2014,2,4,Les Corts,21,Pedralbes,599.8,4049.7,Used
2014,2,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",386.7,2280.5,Used
2014,2,5,Sarrià-Sant Gervasi,23,Sarrià,638.1,4804.6,Used
2014,2,5,Sarrià-Sant Gervasi,24,les Tres Torres,751.7,4782.7,Used
2014,2,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,669.4,5006.4,Used
2014,2,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,545.4,4466.3,Used
2014,2,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,412.8,3778.1,Used
2014,2,6,Gràcia,28,Vallcarca i els Penitents,303.9,3596.7,Used
2014,2,6,Gràcia,29,el Coll,149.8,2173.0,Used
2014,2,6,Gràcia,30,la Salut,251.2,2996.9,Used
2014,2,6,Gràcia,31,la Vila de Gràcia,263.5,3483.4,Used
2014,2,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,403.6,3794.0,Used
2014,2,7,Horta-Guinardó,33,el Baix Guinardó,186.8,2788.7,Used
2014,2,7,Horta-Guinardó,34,Can Baró,217.0,2176.7,Used
2014,2,7,Horta-Guinardó,35,el Guinardó,190.1,2380.6,Used
2014,2,7,Horta-Guinardó,36,la Font d'en Fargues,277.0,2211.5,Used
2014,2,7,Horta-Guinardó,37,el Carmel,106.2,1733.3,Used
2014,2,7,Horta-Guinardó,38,la Teixonera,103.8,1737.6,Used
2014,2,7,Horta-Guinardó,39,Sant Genís dels Agudells,152.2,2131.4,Used
2014,2,7,Horta-Guinardó,40,Montbau,150.2,1908.3,Used
2014,2,7,Horta-Guinardó,41,la Vall d'Hebron,,,Used
2014,2,7,Horta-Guinardó,42,la Clota,,,Used
2014,2,7,Horta-Guinardó,43,Horta,203.1,2336.7,Used
2014,2,8,Nou Barris,44,Vilapicina i la Torre Llobeta,130.6,1977.0,Used
2014,2,8,Nou Barris,45,Porta,145.3,1933.5,Used
2014,2,8,Nou Barris,46,el Turó de la Peira,91.9,1492.9,Used
2014,2,8,Nou Barris,47,Can Peguera,,,Used
2014,2,8,Nou Barris,48,la Guineueta,156.1,2087.5,Used
2014,2,8,Nou Barris,49,Canyelles,190.0,2235.3,Used
2014,2,8,Nou Barris,50,les Roquetes,231.6,1643.8,Used
2014,2,8,Nou Barris,51,Verdun,92.3,1756.7,Used
2014,2,8,Nou Barris,52,la Prosperitat,132.3,2031.2,Used
2014,2,8,Nou Barris,53,la Trinitat Nova,70.0,1355.2,Used
2014,2,8,Nou Barris,54,Torre Baró,,,Used
2014,2,8,Nou Barris,55,Ciutat Meridiana,52.1,964.5,Used
2014,2,8,Nou Barris,56,Vallbona,,,Used
2014,2,9,Sant Andreu,57,la Trinitat Vella,150.5,1906.1,Used
2014,2,9,Sant Andreu,58,Baró de Viver,284.8,3273.0,Used
2014,2,9,Sant Andreu,59,el Bon Pastor,125.8,1685.1,Used
2014,2,9,Sant Andreu,60,Sant Andreu,154.4,2249.8,Used
2014,2,9,Sant Andreu,61,la Sagrera,151.7,2339.8,Used
2014,2,9,Sant Andreu,62,el Congrés i els Indians,213.5,2911.5,Used
2014,2,9,Sant Andreu,63,Navas,269.0,3399.1,Used
2014,2,10,Sant Martí,64,el Camp de l'Arpa del Clot,269.2,3304.8,Used
2014,2,10,Sant Martí,65,el Clot,289.3,3158.5,Used
2014,2,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,191.4,2561.9,Used
2014,2,10,Sant Martí,67,la Vila Olímpica del Poblenou,,,Used
2014,2,10,Sant Martí,68,el Poblenou,283.7,3473.6,Used
2014,2,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,549.9,4915.6,Used
2014,2,10,Sant Martí,70,el Besòs i el Maresme,162.3,2344.7,Used
2014,2,10,Sant Martí,71,Provençals del Poblenou,327.3,3993.2,Used
2014,2,10,Sant Martí,72,Sant Martí de Provençals,220.2,2681.9,Used
2014,2,10,Sant Martí,73,la Verneda i la Pau,112.1,1588.0,Used
2014,3,1,Ciutat Vella,1,el Raval,231.1,3007.9,Total
2014,3,1,Ciutat Vella,2,el Barri Gòtic,419.2,3612.7,Total
2014,3,1,Ciutat Vella,3,la Barceloneta,207.6,4279.4,Total
2014,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",274.5,3408.1,Total
2014,3,2,Eixample,5,el Fort Pienc,417.9,4342.1,Total
2014,3,2,Eixample,6,la Sagrada Família,150.6,2374.0,Total
2014,3,2,Eixample,7,la Dreta de l'Eixample,389.6,3540.6,Total
2014,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,375.1,4002.8,Total
2014,3,2,Eixample,9,la Nova Esquerra de l'Eixample,235.1,3216.8,Total
2014,3,2,Eixample,10,Sant Antoni,331.7,3597.9,Total
2014,3,3,Sants-Montjuïc,11,el Poble Sec,151.6,2416.1,Total
2014,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,Total
2014,3,3,Sants-Montjuïc,13,la Marina de Port,140.6,1977.5,Total
2014,3,3,Sants-Montjuïc,14,la Font de la Guatlla,188.1,2765.2,Total
2014,3,3,Sants-Montjuïc,15,Hostafrancs,177.1,2614.3,Total
2014,3,3,Sants-Montjuïc,16,la Bordeta,143.1,2347.8,Total
2014,3,3,Sants-Montjuïc,17,Sants - Badal,243.4,3140.1,Total
2014,3,3,Sants-Montjuïc,18,Sants,155.4,2461.2,Total
2014,3,4,Les Corts,19,les Corts,315.3,3654.9,Total
2014,3,4,Les Corts,20,la Maternitat i Sant Ramon,321.1,3387.4,Total
2014,3,4,Les Corts,21,Pedralbes,789.6,5214.0,Total
2014,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",665.0,4443.1,Total
2014,3,5,Sarrià-Sant Gervasi,23,Sarrià,370.4,3906.8,Total
2014,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,644.0,4811.2,Total
2014,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,663.2,5171.7,Total
2014,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,586.9,4570.0,Total
2014,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,432.8,3967.4,Total
2014,3,6,Gràcia,28,Vallcarca i els Penitents,423.0,3536.4,Total
2014,3,6,Gràcia,29,el Coll,182.3,2231.7,Total
2014,3,6,Gràcia,30,la Salut,258.9,3167.0,Total
2014,3,6,Gràcia,31,la Vila de Gràcia,337.5,3827.2,Total
2014,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,379.9,3592.7,Total
2014,3,7,Horta-Guinardó,33,el Baix Guinardó,220.3,2898.5,Total
2014,3,7,Horta-Guinardó,34,Can Baró,143.6,2143.1,Total
2014,3,7,Horta-Guinardó,35,el Guinardó,170.1,2307.1,Total
2014,3,7,Horta-Guinardó,36,la Font d'en Fargues,278.1,2586.7,Total
2014,3,7,Horta-Guinardó,37,el Carmel,110.4,1698.9,Total
2014,3,7,Horta-Guinardó,38,la Teixonera,131.4,2045.0,Total
2014,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,90.8,1469.4,Total
2014,3,7,Horta-Guinardó,40,Montbau,119.3,1991.7,Total
2014,3,7,Horta-Guinardó,41,la Vall d'Hebron,165.1,3227.4,Total
2014,3,7,Horta-Guinardó,42,la Clota,,,Total
2014,3,7,Horta-Guinardó,43,Horta,235.9,2945.5,Total
2014,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159.5,2313.6,Total
2014,3,8,Nou Barris,45,Porta,147.2,2189.2,Total
2014,3,8,Nou Barris,46,el Turó de la Peira,126.1,1674.2,Total
2014,3,8,Nou Barris,47,Can Peguera,,,Total
2014,3,8,Nou Barris,48,la Guineueta,144.7,2020.5,Total
2014,3,8,Nou Barris,49,Canyelles,143.8,1980.6,Total
2014,3,8,Nou Barris,50,les Roquetes,84.5,1544.9,Total
2014,3,8,Nou Barris,51,Verdun,97.0,1571.2,Total
2014,3,8,Nou Barris,52,la Prosperitat,104.3,1702.3,Total
2014,3,8,Nou Barris,53,la Trinitat Nova,65.7,1289.2,Total
2014,3,8,Nou Barris,54,Torre Baró,110.0,1341.5,Total
2014,3,8,Nou Barris,55,Ciutat Meridiana,54.2,985.4,Total
2014,3,8,Nou Barris,56,Vallbona,123.9,1594.1,Total
2014,3,9,Sant Andreu,57,la Trinitat Vella,144.4,2172.5,Total
2014,3,9,Sant Andreu,58,Baró de Viver,,,Total
2014,3,9,Sant Andreu,59,el Bon Pastor,127.6,1590.3,Total
2014,3,9,Sant Andreu,60,Sant Andreu,169.2,2544.3,Total
2014,3,9,Sant Andreu,61,la Sagrera,224.5,2899.8,Total
2014,3,9,Sant Andreu,62,el Congrés i els Indians,170.3,2272.4,Total
2014,3,9,Sant Andreu,63,Navas,291.9,3204.6,Total
2014,3,10,Sant Martí,64,el Camp de l'Arpa del Clot,270.5,3505.9,Total
2014,3,10,Sant Martí,65,el Clot,281.2,3343.6,Total
2014,3,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,303.4,3884.0,Total
2014,3,10,Sant Martí,67,la Vila Olímpica del Poblenou,405.0,4224.2,Total
2014,3,10,Sant Martí,68,el Poblenou,371.1,4441.8,Total
2014,3,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,517.3,5088.6,Total
2014,3,10,Sant Martí,70,el Besòs i el Maresme,137.1,2159.0,Total
2014,3,10,Sant Martí,71,Provençals del Poblenou,171.0,2112.9,Total
2014,3,10,Sant Martí,72,Sant Martí de Provençals,284.3,3098.2,Total
2014,3,10,Sant Martí,73,la Verneda i la Pau,134.9,1853.3,Total
2014,3,1,Ciutat Vella,1,el Raval,,,New
2014,3,1,Ciutat Vella,2,el Barri Gòtic,267.9,2904.9,New
2014,3,1,Ciutat Vella,3,la Barceloneta,157.2,3412.1,New
2014,3,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",461.3,6807.6,New
2014,3,2,Eixample,5,el Fort Pienc,629.9,6579.6,New
2014,3,2,Eixample,6,la Sagrada Família,,,New
2014,3,2,Eixample,7,la Dreta de l'Eixample,327.6,3194.1,New
2014,3,2,Eixample,8,l'Antiga Esquerra de l'Eixample,337.5,3821.9,New
2014,3,2,Eixample,9,la Nova Esquerra de l'Eixample,,,New
2014,3,2,Eixample,10,Sant Antoni,,,New
2014,3,3,Sants-Montjuïc,11,el Poble Sec,,,New
2014,3,3,Sants-Montjuïc,12,la Marina del Prat Vermell,,,New
2014,3,3,Sants-Montjuïc,13,la Marina de Port,,,New
2014,3,3,Sants-Montjuïc,14,la Font de la Guatlla,,,New
2014,3,3,Sants-Montjuïc,15,Hostafrancs,,,New
2014,3,3,Sants-Montjuïc,16,la Bordeta,,,New
2014,3,3,Sants-Montjuïc,17,Sants - Badal,384.4,4428.9,New
2014,3,3,Sants-Montjuïc,18,Sants,,,New
2014,3,4,Les Corts,19,les Corts,,,New
2014,3,4,Les Corts,20,la Maternitat i Sant Ramon,,,New
2014,3,4,Les Corts,21,Pedralbes,,,New
2014,3,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",,,New
2014,3,5,Sarrià-Sant Gervasi,23,Sarrià,,,New
2014,3,5,Sarrià-Sant Gervasi,24,les Tres Torres,537.2,5969.2,New
2014,3,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,561.2,5312.3,New
2014,3,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,625.4,5311.2,New
2014,3,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,422.8,4952.9,New
2014,3,6,Gràcia,28,Vallcarca i els Penitents,378.0,3767.5,New
2014,3,6,Gràcia,29,el Coll,326.7,2906.3,New
2014,3,6,Gràcia,30,la Salut,,,New
2014,3,6,Gràcia,31,la Vila de Gràcia,431.7,4244.8,New
2014,3,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,,,New
2014,3,7,Horta-Guinardó,33,el Baix Guinardó,,,New
2014,3,7,Horta-Guinardó,34,Can Baró,,,New
2014,3,7,Horta-Guinardó,35,el Guinardó,,,New
2014,3,7,Horta-Guinardó,36,la Font d'en Fargues,,,New
2014,3,7,Horta-Guinardó,37,el Carmel,96.2,1667.0,New
2014,3,7,Horta-Guinardó,38,la Teixonera,171.7,2082.0,New
2014,3,7,Horta-Guinardó,39,Sant Genís dels Agudells,,,New
2014,3,7,Horta-Guinardó,40,Montbau,,,New
2014,3,7,Horta-Guinardó,41,la Vall d'Hebron,,,New
2014,3,7,Horta-Guinardó,42,la Clota,,,New
2014,3,7,Horta-Guinardó,43,Horta,284.2,3552.1,New
2014,3,8,Nou Barris,44,Vilapicina i la Torre Llobeta,,,New
2014,3,8,Nou Barris,45,Porta,,,New
